"STATION","NAME","DATE","ACMH","ACSH","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-13","   80","  100","2.91","0.00","0.0","0.0",,"85","68",,,"    1",,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-14","   30","   20","3.13","0.00","0.0","0.0",,"89","69",,,"    1",,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-15","   10","   10","4.70","0.00","0.0","0.0",,"92","68",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-16","   20","   30","6.26","0.00","0.0","0.0",,"93","70",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-17","   70","  100","8.05","0.69","0.0","0.0",,"90","72",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-18","   30","   20","4.47","0.00","0.0","0.0",,"90","71",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-19","   20","   30","7.61","0.00","0.0","0.0",,"87","69",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-20","   20","   30","5.14","0.00","0.0","0.0",,"83","65",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-21","   60","   90","2.24","0.00","0.0","0.0",,"79","63",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-22","    0","    0","3.13","0.00","0.0","0.0",,"89","61",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-23","   10","   20","2.91","0.00","0.0","0.0",,"94","67",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-24","   30","   20","5.14","0.00","0.0","0.0",,"94","71",,,,,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-25","   90","  100","5.37","0.06","0.0","0.0",,"83","71",,,"    1",,,,,,,"    1",,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-26","   60","   80","4.92","0.00","0.0","0.0",,"88","73",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-27","   80","   90","7.38","0.00","0.0","0.0",,"90","73",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-28","   80","   90","6.04","0.95","0.0","0.0",,"89","73",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-29","   50","   60","4.92","0.00","0.0","0.0",,"93","74",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-30","   70","   70","4.03","0.03","0.0","0.0",,"92","73",,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-08-31","   90","  100","4.70","0.00","0.0","0.0",,"87","72",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-01","   90","  100","5.37","0.00","0.0","0.0",,"93","74",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-02","   70","   60","5.37","0.04","0.0","0.0",,"94","73",,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-03","   70","   90","7.83","0.14","0.0","0.0",,"89","74",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-04","   60","   70","6.71","0.00","0.0","0.0",,"90","72",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-05","   80","  100","5.14","0.01","0.0","0.0",,"83","73",,,,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-06","   60","   80","5.59","0.00","0.0","0.0",,"91","71",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-07","   40","   60","5.59","0.31","0.0","0.0",,"92","73",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-08","   60","   80","3.13","0.37","0.0","0.0",,"90","73",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-09","   70","   90","4.70","0.00","0.0","0.0",,"90","75",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-10","   60","   70","5.59","0.00","0.0","0.0",,"92","74",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-11","   40","   70","5.14","0.00","0.0","0.0",,"92","75",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-12","   20","   30","4.70","0.00","0.0","0.0",,"93","76",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-13","   20","   30","3.36","0.00","0.0","0.0",,"93","74",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-14","   10","   10","3.13","0.00","0.0","0.0",,"93","73",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-15","   40","   30","5.59","0.00","0.0","0.0",,"93","76",,,,,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-16","   40","   30","6.93","0.00","0.0","0.0",,"93","74",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-17","   60","   60","5.37","0.00","0.0","0.0",,"92","73",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-18","  100","   90","8.72","0.52","0.0","0.0",,"91","56",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-19","   70","   80","12.08","0.01","0.0","0.0",,"69","52",,,,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-20","   40","   60","10.29","0.00","0.0","0.0",,"68","47",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-21","   60","  100","3.80","0.00","0.0","0.0",,"77","47",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-22","   80","   90","4.47","0.00","0.0","0.0",,"83","58",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-23","   90","   90","8.05","0.01","0.0","0.0",,"72","63",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-24","   90","  100","7.61","0.06","0.0","0.0",,"73","57",,,"    1",,,,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-25","    0","   10","6.93","0.00","0.0","0.0",,"73","50",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-26","    0","    0","7.61","0.00","0.0","0.0",,"72","52",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-27","    0","    0","4.70","0.00","0.0","0.0",,"77","47",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-28","   60","   70","2.91","0.00","0.0","0.0",,"85","51",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-29","   30","   30","4.03","0.00","0.0","0.0",,"87","55",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-09-30","   20","   30","2.68","0.00","0.0","0.0",,"87","58",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-01","   40","   60","2.91","0.00","0.0","0.0",,"87","58",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-02","   10","   20","5.14","0.00","0.0","0.0",,"86","62",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-03","   20","   30","7.83","0.00","0.0","0.0",,"88","67",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-04","   40","   40","10.74","0.00","0.0","0.0",,"84","68",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-05","   30","   20","8.05","0.88","0.0","0.0",,"76","50",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-06","    0","   10","5.37","0.00","0.0","0.0",,"63","41",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-07","    0","    0","1.79","0.00","0.0","0.0",,"67","38",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-08","    0","    0","4.47","0.00","0.0","0.0",,"76","44",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-09","   10","   10","4.25","0.00","0.0","0.0",,"78","50",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-10","   50","   50","6.49","0.00","0.0","0.0",,"80","53",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-11","   10","   30","7.38","0.00","0.0","0.0",,"82","50",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-12","    0","    0","7.61","0.00","0.0","0.0",,"83","54",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-13","   50","   50","6.04","0.00","0.0","0.0",,"77","49",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-14","   70","   90","5.59","0.34","0.0","0.0",,"65","52",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-15","   50","   60","6.49","0.00","0.0","0.0",,"65","45",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-16","    0","    0","4.25","0.00","0.0","0.0",,"66","39",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-17","    0","    0","7.38","0.00","0.0","0.0",,"73","42",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-18","   10","   10","8.05","0.00","0.0","0.0",,"82","50",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-19","   20","   30","12.30","0.00","0.0","0.0",,"65","50",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-20","   60","   70","5.59","0.00","0.0","0.0",,"68","43",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-21","   40","   20","4.47","0.00","0.0","0.0",,"79","49",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-22","   80","   90","9.62","0.00","0.0","0.0",,"82","55",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-23","   70","   80","10.51","0.00","0.0","0.0",,"84","68",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-24","   70","   80","13.42","0.00","0.0","0.0",,"82","68",,,,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-25","  100","  100","10.29","0.00","0.0","0.0",,"80","67",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-26","   80","   90","9.84","0.95","0.0","0.0",,"80","67",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-27","  100","  100","6.49","0.20","0.0","0.0",,"76","66",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-28","   90","  100","11.63","0.05","0.0","0.0",,"82","69",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-29","  100","  100","10.07","1.36","0.0","0.0",,"72","66",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-30","  100","  100","8.95","0.16","0.0","0.0",,"68","56",,,"    1",,,,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-10-31","  100","  100","10.51","0.45","0.0","0.0",,"75","54",,,"    1","    1",,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-01","  100","  100","17.45","0.22","0.0","0.0",,"67","38",,,"    1",,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-02","   20","    0","11.86","0.00","0.0","0.0",,"45","31",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-03","   30","   20","12.75","0.00","0.0","0.0",,"37","26",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-04","   40","   60","6.49","0.00","0.0","0.0",,"37","22",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-05","   60","   80","5.59","0.00","0.0","0.0",,"50","24",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-06","   70","   70","4.47","0.00","0.0","0.0",,"58","32",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-07","  100","  100","10.96","0.08","0.6","0.0",,"49","28",,,"    1",,,"    1",,,,"    1",,,,,,"    1",,"    1",,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-08","   40","   30","13.20","0.00","0.0","1.0",,"39","25",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-09","    0","    0","7.16","0.00","0.0","0.0",,"48","20",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-10","    0","   10","5.14","0.00","0.0","0.0",,"54","28",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-11","   40","   70","4.03","0.00","0.0","0.0",,"55","29",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-12","   60","   80","4.03","0.00","0.0","0.0",,"58","35",,,"    1",,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-13","   70","   90","6.26","0.00","0.0","0.0",,"60","34",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-14","   70","   80","7.38","0.00","0.0","0.0",,"70","50",,,,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-15","   80","  100","6.26","0.03","0.0","0.0",,"66","52",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-16","   80","   80","5.82","0.00","0.0","0.0",,"79","56",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-17","  100","  100","11.86","0.00","0.0","0.0",,"74","57",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-18","   90","   90","14.76","0.19","0.0","0.0",,"76","62",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-19","   90","   90","14.54","2.96","0.0","0.0",,"76","63",,,"    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-20","   90","   90","10.29","0.54","0.0","0.0",,"67","54",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-21","  100","  100","6.26","0.00","0.0","0.0",,"54","50",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-22","   20","   10","6.93","0.00","0.0","0.0",,"65","42",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-23","   50","  100","11.86","0.00","0.0","0.0",,"54","34",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-24","   10","   10","11.41","0.00","0.0","0.0",,"47","32",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-25","   30","   40","4.03","0.00","0.0","0.0",,"46","28",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-26","   20","    0","8.05","0.00","0.0","0.0",,"59","28",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-27","  100","  100","10.51","0.00","0.0","0.0",,"58","48",,,,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-28","   70","   70","12.75","0.00","0.0","0.0",,"71","54",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-29","   70","   80","15.43","0.00","0.0","0.0",,"75","55",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-11-30","  100","  100","9.40","1.52","0.0","0.0",,"72","47",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-01","  100","  100","10.29","1.30","0.0","0.0",,"47","40",,,"    1",,,,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-02","  100","  100","8.50","2.33","0.0","0.0",,"44","37",,,"    1",,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-03","   60","   80","12.30","0.01","0.0","0.0",,"44","34",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-04","    0","    0","8.95","0.00","0.0","0.0",,"38","28",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-05","   50","   60","9.40","0.00","0.0","0.0",,"54","28",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-06","   60","   70","6.71","0.00","0.0","0.0",,"61","38",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-07","   70","   90","10.96","0.00","0.0","0.0",,"65","47",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-08","  100","  100","13.20","0.00","0.0","0.0",,"64","57",,,,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-09","  100","  100","6.26","1.36","0.0","0.0",,"61","44",,,"    1","    1",,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-10","   50","   10","4.03","0.00","0.0","0.0",,"61","36",,,"    1","    1",,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-11","   80","   80","6.49","0.00","0.0","0.0",,"66","45",,,,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-12","  100","  100","13.20","0.40","0.0","0.0",,"67","55",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-13","  100","  100","9.62","0.75","0.0","0.0",,"67","61",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-14","   50","   70","10.51","0.00","0.0","0.0",,"62","31",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-15","   10","   20","4.70","0.00","0.0","0.0",,"52","26",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-16","    0","    0","7.38","0.00","0.0","0.0",,"56","30",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-17","   10","   10","7.61","0.00","0.0","0.0",,"59","40",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-18","   60","   70","9.84","0.00","0.0","0.0",,"49","31",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-19","   80","   90","9.62","0.00","0.0","0.0",,"43","25",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-20","  100","  100","14.09","0.04","0.0","0.0",,"53","42",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-21","  100","  100","5.59","0.29","0.0","0.0",,"51","46",,,"    1","    1",,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-22","  100","  100","6.93","0.48","0.0","0.0",,"64","47",,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-23","   90","   80","11.41","0.02","0.0","0.0",,"64","42",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-24","   30","   20","10.07","0.00","0.0","0.0",,"47","32",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-25","   10","   20","6.49","0.00","0.0","0.0",,"53","29",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-26","   70","   90","4.70","0.00","0.0","0.0",,"57","31",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-27","  100","  100","7.61","0.01","0.0","0.0",,"57","46",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-28","  100","  100","8.05","0.05","0.0","0.0",,"49","42",,,"    1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-29","  100","  100","7.61","0.00","0.0","0.0",,"47","42",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-30","  100","  100","6.71","0.00","0.0","0.0",,"50","40",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1991-12-31","   80","  100","7.16","0.00","0.0","0.0",,"43","34",,,,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-01","   20","   40","5.82","0.00","0.0","0.0",,"59","32",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-02","   90","  100","5.59","0.42","0.0","0.0",,"47","41",,,"    1",,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-03","   70","  100","5.82","0.00","0.0","0.0",,"45","38",,,"    1","    1",,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-04","   70","   80","5.82","0.00","0.0","0.0",,"47","34",,,"    1","    1",,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-05","   90","   90","4.70","0.00","0.0","0.0",,"49","37",,,"    1",,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-06","   50","   40","3.58","0.00","0.0","0.0",,"59","40",,,"    1",,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-07","   50","   70","7.61","0.00","0.0","0.0",,"64","38",,,"    1",,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-08","  100","  100","8.50","0.44","0.0","0.0",,"56","50",,,"    1","    1","    1",,,,,,,,,"    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","1992-01-09","   50","   70","8.05","0.00","0.0","0.0",,"55","33",,,"    1",,,,,,,,,,,,,,,,,
