STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,FRGT,FRTH,GAHT,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV20
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-01,,,,,,,,,0,,0,0,,27,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-02,,,,,,,,,0,,0,0,,27,16,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-03,,,,,,,,,0,,0,0,,31,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-04,,,,,,,,,0,,0,0,,37,25,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-05,,,,,,,,,0,,0,0,,29,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-06,,,,,,,,,0.08,,0,0,,34,16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-07,,,,,,,,,0,,0,0,,34,29,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-08,,,,,,,,,0,,0,0,,29,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-09,,,,,,,,,0,,0,0,,41,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-10,,,,,,,,,0.78,,0,0,,45,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-11,,,,,,,,,0.2,,0,0,,51,45,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-12,,,,,,,,,0,,0,0,,50,36,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-13,,,,,,,,,0.44,,0,0,,60,35,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-14,,,,,,,,,0,,0,0,,60,30,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-15,,,,,,,,,0,,0,0,,43,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-16,,,,,,,,,0,,0,0,,50,26,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-17,,,,,,,,,0,,0,0,,51,26,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-18,,,,,,,,,0,,0,0,,26,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-19,,,,,,,,,0,,0,0,,16,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-20,,,,,,,,,0,,0,0,,29,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-21,,,,,,,,,0,,0,0,,29,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-22,,,,,,,,,0.04,,0,0,,25,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-23,,,,,,,,,0.13,,3.9,4,,29,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-24,,,,,,,,,0,,0,3,,25,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-25,,,,,,,,,0,,0,2,,19,-2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-26,,,,,,,,,0,,0,1,,20,-2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-27,,,,,,,,,0,,0,1,,27,-1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-28,,,,,,,,,0,,0,0,,35,-1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-29,,,,,,,,,0,,0,0,,40,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-30,,,,,,,,,0,,0,0,,32,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-01-31,,,,,,,,,0,,0,0,,41,17,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-01,,,,,,,,,0,,0,0,,51,22,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-02,,,,,,,,,0,,0,0,,41,26,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-03,,,,,,,,,0.02,,0,0,,42,24,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-04,,,,,,,,,0.02,,0,0,,41,34,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-05,,,,,,,,,0.27,,0,0,,42,37,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-06,,,,,,,,,0.35,,0,0,,39,34,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-07,,,,,,,,,0,,0,0,,42,33,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-08,,,,,,,,,0.26,,0,0,,63,34,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-09,,,,,,,,,0.77,,0,0,,52,37,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-10,,,,,,,,,0.11,,0.7,0,,37,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-11,,,,,,,,,0,,0,0,,60,31,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-12,,,,,,,,,0,,0,0,,58,48,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-13,,,,,,,,,0.32,,0,0,,57,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-14,,,,,,,,,0,,0,0,,47,26,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-15,,,,,,,,,0,,0,0,,54,31,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-16,,,,,,,,,0,,0,0,,56,41,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-17,,,,,,,,,1.64,,0,0,,47,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-18,,,,,,,,,0.09,,0,0,,44,37,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-19,,,,,,,,,0.1,,0,0,,39,35,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-20,,,,,,,,,0.06,,0,0,,40,35,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-21,,,,,,,,,0.01,,0,0,,37,30,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-22,,,,,,,,,0,,0,0,,41,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-23,,,,,,,,,0.01,,0,0,,43,28,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-24,,,,,,,,,0.18,,0,0,,46,31,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-25,,,,,,,,,0,,0,0,,40,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-26,,,,,,,,,0,,0,0,,55,28,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-27,,,,,,,,,0.07,,0,0,,61,44,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-28,,,,,,,,,0,,0,0,,70,34,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-02-29,,,,,,,,,0,,0,0,,66,36,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-01,,,,,,,,,0,,0,0,,76,48,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-02,,,,,,,,,0.03,,0,0,,76,52,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-03,,,,,,,,,0,,0,0,,52,44,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-04,,,,,,,,,0,,0,0,,49,37,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-05,,,,,,,,,0,,0,0,,53,36,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-06,,,,,,,,,0,,0,0,,61,32,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-07,,,,,,,,,0.18,,0,0,,48,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-08,,,,,,,,,0.02,,0,0,,49,30,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-09,,,,,,,,,0,,0,0,,57,27,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-10,,,,,,,,,0,,0,0,,68,45,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-11,,,,,,,,,0.14,,0,0,,54,48,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-12,,,,,,,,,0.51,,0,0,,75,49,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-13,,,,,,,,,0.03,,0,0,,60,35,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-14,,,,,,,,,0,,0,0,,46,30,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-15,,,,,,,,,0,,0,0,,61,28,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-16,,,,,,,,,0,,0,0,,73,48,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-17,,,,,,,,,0,,0,0,,71,48,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-18,,,,,,,,,0.41,,0,0,,65,46,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-19,,,,,,,,,0,,0,0,,63,36,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-20,,,,,,,,,0,,0,0,,61,39,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-21,,,,,,,,,0.03,,0,0,,70,39,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-22,,,,,,,,,0.08,,0,0,,53,40,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-23,,,,,,,,,0,,0,0,,51,40,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-24,,,,,,,,,0.32,,0,0,,40,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-25,,,,,,,,,0,,0,0,,40,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-26,,,,,,,,,0,,0,0,,63,29,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-27,,,,,,,,,0.06,,0,0,,72,49,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-28,,,,,,,,,0.01,,0,0,,73,56,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-29,,,,,,,,,0.61,,0,0,,66,58,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-30,,,,,,,,,0.76,,0,0,,73,55,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-03-31,,,,,,,,,0,,0,0,,80,57,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-01,,,,,,,,,0,,0,0,,83,59,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-02,,,,,,,,,0,,0,0,,80,62,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-03,,,,,,,,,0,,0,0,,86,69,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-04,,,,,,,,,0,,0,0,,81,62,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-05,,,,,,,,,0,,0,0,,62,49,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-06,,,,,,,,,0.43,,0,0,,60,46,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-07,,,,,,,,,0.2,,0,0,,64,47,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-08,,,,,,,,,0,,0,0,,56,46,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-09,,,,,,,,,0,,0,0,,65,39,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-10,,,,,,,,,0.02,,0,0,,70,43,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-11,,,,,,,,,0.65,,0,0,,66,37,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-12,,,,,,,,,0,,0,0,,44,32,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-13,,,,,,,,,0,,0,0,,58,31,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-14,,,,,,,,,0,,0,0,,76,43,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-15,,,,,,,,,0,,0,0,,76,56,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-16,,,,,,,,,0,,0,0,,79,64,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-17,,,,,,,,,0.16,,0,0,,77,62,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-18,,,,,,,,,1.43,,0,0,,67,45,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-19,,,,,,,,,0.21,,0,0,,49,43,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-20,,,,,,,,,0,,0,0,,64,42,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-21,,,,,,,,,0,,0,0,,66,37,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-22,,,,,,,,,0,,0,0,,68,52,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-23,,,,,,,,,0.13,,0,0,,70,55,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-24,,,,,,,,,0,,0,0,,66,50,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-25,,,,,,,,,0,,0,0,,74,48,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-26,,,,,,,,,0,,0,0,,77,50,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-27,,,,,,,,,0,,0,0,,76,59,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-28,,,,,,,,,0.03,,0,0,,79,57,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-29,,,,,,,,,0.61,,0,0,,79,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-04-30,,,,,,,,,0.58,,0,0,,78,59,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-01,,,,,,,,,0,,0,0,,66,50,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-02,,,,,,,,,0,,0,0,,68,45,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-03,,,,,,,,,0,,0,0,,73,51,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-04,,,,,,,,,0,,0,0,,69,42,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-05,,,,,,,,,0,,0,0,,85,56,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-06,,,,,,,,,0,,0,0,,87,66,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-07,,,,,,,,,0,,0,0,,87,65,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-08,,,,,,,,,0,,0,0,,88,62,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-09,,,,,,,,,0.23,,0,0,,67,57,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-10,,,,,,,,,0,,0,0,,77,51,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-11,,,,,,,,,0,,0,0,,77,52,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-12,,,,,,,,,0,,0,0,,81,47,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-13,,,,,,,,,0,,0,0,,86,56,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-14,,,,,,,,,0.07,,0,0,,81,61,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-15,,,,,,,,,0,,0,0,,73,51,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-16,,,,,,,,,0,,0,0,,79,48,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-17,,,,,,,,,0,,0,0,,87,55,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-18,,,,,,,,,0.02,,0,0,,80,69,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-19,,,,,,,,,0,,0,0,,79,56,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-20,,,,,,,,,0,,0,0,,84,52,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1940-05-21,,,,,,,,,0,,0,0,,83,62,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
